fasta_id	enzyme_id	pdb_path	function_logit_path	donor_compounds	donor_type	donor_carrier	acceptor_superclasses
Bvul_UGT73C13_AFN26669.1	Bvul_BvUGT73C13_AFN26669.1	UGT_structures/Bvul_UGT73C13_AFN26669.1/AF-K4GHS2-F1-model_v6.pdb	UGT_structures/Bvul_UGT73C13_AFN26669.1/Bvul_UGT73C13_AFN26669.1_function_logits_structure_steps10.pt				Triterpenoids
Casi_UGT73A21_AUR26624.1	Casi_UGT73A21_AUR26624.1	UGT_structures/Casi_UGT73A21_AUR26624.1/AF-A0A2I7M6E7-F1-model_v6.pdb	UGT_structures/Casi_UGT73A21_AUR26624.1/Casi_UGT73A21_AUR26624.1_function_logits_structure_steps10.pt				Triterpenoids
Casi_UGT73A22_AUR26628.1	Casi_UGT73A22_AUR26628.1	UGT_structures/Casi_UGT73A22_AUR26628.1/AF-A0A2I7M6E3-F1-model_v6.pdb	UGT_structures/Casi_UGT73A22_AUR26628.1/Casi_UGT73A22_AUR26628.1_function_logits_structure_steps10.pt				Triterpenoids
Casi_UGT73AD1_ALD84259.1	Casi_UGT73AD1_ALD84259.1	UGT_structures/Casi_UGT73AD1_ALD84259.1/AF-A0A172CP19-F1-model_v6.pdb	UGT_structures/Casi_UGT73AD1_ALD84259.1/Casi_UGT73AD1_ALD84259.1_function_logits_structure_steps10.pt				Triterpenoids
Casi_UGT73AH1_AUR26623.1	Casi_UGT73AH1_AUR26623.1	UGT_structures/Casi_UGT73AH1_AUR26623.1/AF-A0A2I7M6C4-F1-model_v6.pdb	UGT_structures/Casi_UGT73AH1_AUR26623.1/Casi_UGT73AH1_AUR26623.1_function_logits_structure_steps10.pt				Triterpenoids
Casi_UGT74AH1_AUR26627.1	Casi_UGT74AH1_AUR26627.1	UGT_structures/Casi_UGT74AH1_AUR26627.1/AF-A0A2I7M6E6-F1-model_v6.pdb	UGT_structures/Casi_UGT74AH1_AUR26627.1/Casi_UGT74AH1_AUR26627.1_function_logits_structure_steps10.pt				Triterpenoids
Cmax_1_2RhaT_WMD01290.1	Cmax_Cm1_2RhaT_WMD01290.1	UGT_structures/Cmax_1_2RhaT_WMD01290.1/AF-A0AA50L233-F1-model_v6.pdb	UGT_structures/Cmax_1_2RhaT_WMD01290.1/Cmax_1_2RhaT_WMD01290.1_function_logits_structure_steps10.pt	UDP - Xyl	pentose	UDP	Flavonoids
Cmax_CRTs_AAL06646.2	Cmax_CRTs_AAL06646.2	UGT_structures/Cmax_CRTs_AAL06646.2/AF-Q8GVE3-F1-model_v6.pdb	UGT_structures/Cmax_CRTs_AAL06646.2/Cmax_CRTs_AAL06646.2_function_logits_structure_steps10.pt	UDP-Rha		UDP	Flavonoids
Cori_GLU_AEB61485.1	Cori_Co_GLU_AEB61485.1	UGT_structures/Cori_GLU_AEB61485.1/AF-F8R892-F1-model_v6.pdb	UGT_structures/Cori_GLU_AEB61485.1/Cori_GLU_AEB61485.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Amino acid glycosides
Cpar_3GT_ACS15351.1	Cpar_Cp3GT_ACS15351.1	UGT_structures/Cpar_3GT_ACS15351.1/AF-C5MR71-F1-model_v6.pdb	UGT_structures/Cpar_3GT_ACS15351.1/Cpar_3GT_ACS15351.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Crei_XTB_XP_042924158.1	Crei_XTB_XP_042924158.1	UGT_structures/Crei_XTB_XP_042924158.1/AF-A0A2K3DQF0-F1-model_v6.pdb	UGT_structures/Crei_XTB_XP_042924158.1/Crei_XTB_XP_042924158.1_function_logits_structure_steps10.pt				Saccharides
Cros_CaUGT2_BAD29722.1	Cros_CaUGT2_BAD29722.1	UGT_structures/Cros_CaUGT2_BAD29722.1/AF-Q6F4D5-F1-model_v6.pdb	UGT_structures/Cros_CaUGT2_BAD29722.1/Cros_CaUGT2_BAD29722.1_function_logits_structure_steps10.pt	UDP-Gal;UDP-glucose	hexose	UDP	Coumarins;Diarylheptanoids;Phenolic acids (C6-C1);Phenylpropanoids (C6-C3)
Cros_CaUGT3T145V_N375Q_BAH80312.1	Cros_CaUGT3T145V_N375Q_BAH80312.1	UGT_structures/Cros_CaUGT3T145V_N375Q_BAH80312.1/AF-C5NN14-F1-model_v6.pdb	UGT_structures/Cros_CaUGT3T145V_N375Q_BAH80312.1/Cros_CaUGT3T145V_N375Q_BAH80312.1_function_logits_structure_steps10.pt	UDP - Xyl;UDP-glucose	hexose;pentose	UDP	Chromanes;Flavonoids;Phenolic acids (C6-C1);Phenylethanoids (C6-C2);Stilbenoids
Cros_UCGGT_BAK55749.1	Cros_UCGGT_BAK55749.1	UGT_structures/Cros_UCGGT_BAK55749.1/AF-F8WLS6-F1-model_v6.pdb	UGT_structures/Cros_UCGGT_BAK55749.1/Cros_UCGGT_BAK55749.1_function_logits_structure_steps10.pt				Flavonoids;Monoterpenoids
Cros_UGT7_BAO01108.1	Cros_UGT7_BAO01108.1	UGT_structures/Cros_UGT7_BAO01108.1/AF-U3UA11-F1-model_v6.pdb	UGT_structures/Cros_UGT7_BAO01108.1/Cros_UGT7_BAO01108.1_function_logits_structure_steps10.pt				Diarylheptanoids;Flavonoids;Isoflavonoids;Monoterpenoids
Cros_UGT_AGX93065.1	Cros_UGT8_AGX93065.1	UGT_structures/Cros_UGT_AGX93065.1/AF-U5NH37-F1-model_v6.pdb	UGT_structures/Cros_UGT_AGX93065.1/Cros_UGT_AGX93065.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Diterpenoids
Csat_GT45_ACM66950.1	Csat_CsGT45_ACM66950.1	UGT_structures/Csat_GT45_ACM66950.1/AF-B9UYP6-F1-model_v6.pdb	UGT_structures/Csat_GT45_ACM66950.1/Csat_GT45_ACM66950.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Csat_UGT73AM3_KGN59015.1	Csat_UGT73AM3_KGN59015.1	UGT_structures/Csat_UGT73AM3_KGN59015.1/AF-A0A0A0LAN5-F1-model_v6.pdb	UGT_structures/Csat_UGT73AM3_KGN59015.1/Csat_UGT73AM3_KGN59015.1_function_logits_structure_steps10.pt				Triterpenoids
Csat_UGT74AD1_AWN56750.1	Csat_CsUGT74AD1_AWN56750.1	UGT_structures/Csat_UGT74AD1_AWN56750.1/AF-A0A2U8XEJ8-F1-model_v6.pdb	UGT_structures/Csat_UGT74AD1_AWN56750.1/Csat_UGT74AD1_AWN56750.1_function_logits_structure_steps10.pt				Apocarotenoids
Csat_UGT_YP_247607.1	Csat_CsUGT_YP_247607.1	UGT_structures/Csat_UGT_YP_247607.1/AF-P27064-F1-model_v6.pdb	UGT_structures/Csat_UGT_YP_247607.1/Csat_UGT_YP_247607.1_function_logits_structure_steps10.pt	UDP-Gal	hexose	UDP	Glycerolipids
Csin_1_6RhaT_NP_001275859.1	Csin_Cs1_6RhaT_NP_001275859.1	UGT_structures/Csin_1_6RhaT_NP_001275859.1/AF-O04886-F1-model_v6.pdb	UGT_structures/Csin_1_6RhaT_NP_001275859.1/Csin_1_6RhaT_NP_001275859.1_function_logits_structure_steps10.pt				Flavonoids
Csin_GT1_BAO51834.1	Csin_CsGT1_BAO51834.1	UGT_structures/Csin_GT1_BAO51834.1/AF-W6JQJ7-F1-model_v6.pdb	UGT_structures/Csin_GT1_BAO51834.1/Csin_GT1_BAO51834.1_function_logits_structure_steps10.pt				Fatty acyl glycosides;Fatty acyls;Monoterpenoids;Phenylethanoids (C6-C2);Phenylpropanoids (C6-C3)
Csin_UGT72AM1_ASA40331.1	Csin_CsUGT72AM1_ASA40331.1	UGT_structures/Csin_UGT72AM1_ASA40331.1/AF-A0A1Z2R985-F1-model_v6.pdb	UGT_structures/Csin_UGT72AM1_ASA40331.1/Csin_UGT72AM1_ASA40331.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Csin_UGT73A20_ALO19886.1	Csin_CsUGT73A20_ALO19886.1	UGT_structures/Csin_UGT73A20_ALO19886.1/AF-A0A0X9HJA1-F1-model_v6.pdb	UGT_structures/Csin_UGT73A20_ALO19886.1/Csin_UGT73A20_ALO19886.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Csin_UGT75E2_A0A4S4DI98	Csin_UGT75E2_A0A4S4DI98	UGT_structures/Csin_UGT75E2_A0A4S4DI98/AF-A0A4S4DI98-F1-model_v6.pdb	UGT_structures/Csin_UGT75E2_A0A4S4DI98/Csin_UGT75E2_A0A4S4DI98_function_logits_structure_steps10.pt				Flavonoids;Phenolic acids (C6-C1)
Csin_UGT75L12_ALO19892.1	Csin_CsUGT75L12_ALO19892.1	UGT_structures/Csin_UGT75L12_ALO19892.1/AF-A0A125QVX3-F1-model_v6.pdb	UGT_structures/Csin_UGT75L12_ALO19892.1/Csin_UGT75L12_ALO19892.1_function_logits_structure_steps10.pt				Flavonoids;Isoflavonoids
Csin_UGT75L12_KAF5956624.1	Csin_CsUGT75L12_KAF5956624.1	UGT_structures/Csin_UGT75L12_KAF5956624.1/AF-A0A7J7HX04-F1-model_v6.pdb	UGT_structures/Csin_UGT75L12_KAF5956624.1/Csin_UGT75L12_KAF5956624.1_function_logits_structure_steps10.pt	UDP-Gal;UDP-Rha;UDP-glucose	hexose	UDP	Flavonoids
Csin_UGT76F1_V4TDI2	Csin_CsUGT76F1_V4TDI2	UGT_structures/Csin_UGT76F1_V4TDI2/AF-V4TDI2-F1-model_v6.pdb	UGT_structures/Csin_UGT76F1_V4TDI2/Csin_UGT76F1_V4TDI2_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Csin_UGT78A14_ALO19888.1	Csin_CsUGT78A14_ALO19888.1	UGT_structures/Csin_UGT78A14_ALO19888.1/AF-A0A109P632-F1-model_v6.pdb	UGT_structures/Csin_UGT78A14_ALO19888.1/Csin_UGT78A14_ALO19888.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Csin_UGT78A15_ALO19889.1	Csin_CsUGT78A15_ALO19889.1	UGT_structures/Csin_UGT78A15_ALO19889.1/AF-A0A0X9I0C6-F1-model_v6.pdb	UGT_structures/Csin_UGT78A15_ALO19889.1/Csin_UGT78A15_ALO19889.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Csin_UGT84J2_A0A4S4DS22	Csin_CsUGT84J2_A0A4S4DS22	UGT_structures/Csin_UGT84J2_A0A4S4DS22/AF-A0A4S4DS22-F1-model_v6.pdb	UGT_structures/Csin_UGT84J2_A0A4S4DS22/Csin_UGT84J2_A0A4S4DS22_function_logits_structure_steps10.pt				Flavonoids;Phenylpropanoids (C6-C3)
Csin_UGT85A53_1_KAF5945638.1	Csin_CsUGT85A53_1_KAF5945638.1	UGT_structures/Csin_UGT85A53_1_KAF5945638.1/AF-A0A7J7H1R3-F1-model_v6.pdb	UGT_structures/Csin_UGT85A53_1_KAF5945638.1/Csin_UGT85A53_1_KAF5945638.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Fatty acyls;Monoterpenoids;Phenylethanoids (C6-C2)
Csin_UGT87E7_A0A4S4F1C6	Csin_CsUGT87E7_A0A4S4F1C6	UGT_structures/Csin_UGT87E7_A0A4S4F1C6/AF-A0A4S4F1C6-F1-model_v6.pdb	UGT_structures/Csin_UGT87E7_A0A4S4F1C6/Csin_UGT87E7_A0A4S4F1C6_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Phenolic acids (C6-C1)
Csin_UGT91Q2_A0A4S4F1K9	Csin_UGT91Q2_A0A4S4F1K9	UGT_structures/Csin_UGT91Q2_A0A4S4F1K9/AF-A0A4S4F1K9-F1-model_v6.pdb	UGT_structures/Csin_UGT91Q2_A0A4S4F1K9/Csin_UGT91Q2_A0A4S4F1K9_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Monoterpenoids;Sesquiterpenoids
Csin_UGT93Y1_THG23833.1	Csin_UGT93Y1_THG23833.1	UGT_structures/Csin_UGT93Y1_THG23833.1/AF-A0A4S4DJZ8-F1-model_v6.pdb	UGT_structures/Csin_UGT93Y1_THG23833.1/Csin_UGT93Y1_THG23833.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Monoterpenoids
Csin_UGT93Y2_THG23837.1	Csin_UGT93Y2_THG23837.1	UGT_structures/Csin_UGT93Y2_THG23837.1/AF-A0A4V3WL63-F1-model_v6.pdb	UGT_structures/Csin_UGT93Y2_THG23837.1/Csin_UGT93Y2_THG23837.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Monoterpenoids
Csin_UGT94P1_A0A7M3UQF8	Csin_UGT94P1_A0A7M3UQF8	UGT_structures/Csin_UGT94P1_A0A7M3UQF8/AF-A0A7M3UQF8-F1-model_v6.pdb	UGT_structures/Csin_UGT94P1_A0A7M3UQF8/Csin_UGT94P1_A0A7M3UQF8_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Fatty acyl glycosides;Phenylethanoids (C6-C2)
Cter_UGT78K6_BAF49297.1	Cter_UGT78K6_BAF49297.1	UGT_structures/Cter_UGT78K6_BAF49297.1/AF-A4F1R4-F1-model_v6.pdb	UGT_structures/Cter_UGT78K6_BAF49297.1/Cter_UGT78K6_BAF49297.1_function_logits_structure_steps10.pt				Flavonoids
Cter_UGT78K7_BAF49298.1	Cter_UGT78K7_BAF49298.1	UGT_structures/Cter_UGT78K7_BAF49298.1/AF-A4F1R5-F1-model_v6.pdb	UGT_structures/Cter_UGT78K7_BAF49298.1/Cter_UGT78K7_BAF49298.1_function_logits_structure_steps10.pt				Flavonoids
Ctin_UGT3_ANW09827.1	Ctin_CtUGT3_ANW09827.1	UGT_structures/Ctin_UGT3_ANW09827.1/AF-A0A1B1V002-F1-model_v6.pdb	UGT_structures/Ctin_UGT3_ANW09827.1/Ctin_UGT3_ANW09827.1_function_logits_structure_steps10.pt				Flavonoids
Ctin_UGT71E5_AOC55048.1	Ctin_UGT71E5_AOC55048.1	UGT_structures/Ctin_UGT71E5_AOC55048.1/AF-A0A1P8C3B1-F1-model_v6.pdb	UGT_structures/Ctin_UGT71E5_AOC55048.1/Ctin_UGT71E5_AOC55048.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	
Cuns_UGT4_BAA93039.1	Cuns_UGT4_BAA93039.1	UGT_structures/Cuns_UGT4_BAA93039.1/AF-Q9MB73-F1-model_v6.pdb	UGT_structures/Cuns_UGT4_BAA93039.1/Cuns_UGT4_BAA93039.1_function_logits_structure_steps10.pt	UDP;UDP-glucose	hexose	UDP	Triterpenoids
Dbel_5_GT_CAB56231.1	Dbel_5_GT_CAB56231.1	UGT_structures/Dbel_5_GT_CAB56231.1/AF-Q9SMG6-F1-model_v6.pdb	UGT_structures/Dbel_5_GT_CAB56231.1/Dbel_5_GT_CAB56231.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Coumarins;Flavonoids;Tyrosine alkaloids
Dcar_UCGalT1_AKI23632.1	Dcar_DcUCGalT1_AKI23632.1	UGT_structures/Dcar_UCGalT1_AKI23632.1/AF-A0A0G2UEA5-F1-model_v6.pdb	UGT_structures/Dcar_UCGalT1_AKI23632.1/Dcar_UCGalT1_AKI23632.1_function_logits_structure_steps10.pt				Flavonoids
Dgra_AA7GT_BAJ33502.1	Dgra_DgAA7GT_BAJ33502.1	UGT_structures/Dgra_AA7GT_BAJ33502.1/AF-E3W9M3-F1-model_v6.pdb	UGT_structures/Dgra_AA7GT_BAJ33502.1/Dgra_AA7GT_BAJ33502.1_function_logits_structure_steps10.pt				Flavonoids
Dgra_pHBAGT_BAO66179.1	Dgra_DgpHBAGT_BAO66179.1	UGT_structures/Dgra_pHBAGT_BAO66179.1/AF-X5IXP9-F1-model_v6.pdb	UGT_structures/Dgra_pHBAGT_BAO66179.1/Dgra_pHBAGT_BAO66179.1_function_logits_structure_steps10.pt				Phenolic acids (C6-C1);Phenylpropanoids (C6-C3)
Ebre_UGT75L25_UGT75L25_QCC89365.1	Ebre_EbUGT75L25_UGT75L25_QCC89365.1	UGT_structures/Ebre_UGT75L25_UGT75L25_QCC89365.1/AF-A0A4D6J6N6-F1-model_v6.pdb	UGT_structures/Ebre_UGT75L25_UGT75L25_QCC89365.1/Ebre_UGT75L25_UGT75L25_QCC89365.1_function_logits_structure_steps10.pt				Coumarins;Flavonoids;Phenolic acids (C6-C1);Phenylpropanoids (C6-C3)
Ebre_UGT75X1_UGT75X1_QCC89364.1	Ebre_EbUGT75X1_UGT75X1_QCC89364.1	UGT_structures/Ebre_UGT75X1_UGT75X1_QCC89364.1/AF-A0A4D6J6W7-F1-model_v6.pdb	UGT_structures/Ebre_UGT75X1_UGT75X1_QCC89364.1/Ebre_UGT75X1_UGT75X1_QCC89364.1_function_logits_structure_steps10.pt				Phenylpropanoids (C6-C3)
Ecam_UGT84A25a_BBB21213.1	Ecam_UGT84A25a_BBB21213.1	UGT_structures/Ecam_UGT84A25a_BBB21213.1/AF-A0A2Z5VC92-F1-model_v6.pdb	UGT_structures/Ecam_UGT84A25a_BBB21213.1/Ecam_UGT84A25a_BBB21213.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Phenolic acids (C6-C1);Phenylpropanoids (C6-C3)
Ecam_UGT84A25b_BBB21212.1	Ecam_UGT84A25b_BBB21212.1	UGT_structures/Ecam_UGT84A25b_BBB21212.1/AF-A0A2Z5V6P9-F1-model_v6.pdb	UGT_structures/Ecam_UGT84A25b_BBB21212.1/Ecam_UGT84A25b_BBB21212.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Phenolic acids (C6-C1)
Ecam_UGT84A26a_BBB21215.1	Ecam_UGT84A26a_BBB21215.1	UGT_structures/Ecam_UGT84A26a_BBB21215.1/AF-A0A2Z5V6P3-F1-model_v6.pdb	UGT_structures/Ecam_UGT84A26a_BBB21215.1/Ecam_UGT84A26a_BBB21215.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Phenolic acids (C6-C1);Phenylpropanoids (C6-C3)
Ecam_UGT84A26b_BBB21214.1	Ecam_UGT84A26b_BBB21214.1	UGT_structures/Ecam_UGT84A26b_BBB21214.1/AF-A0A2Z5V6P8-F1-model_v6.pdb	UGT_structures/Ecam_UGT84A26b_BBB21214.1/Ecam_UGT84A26b_BBB21214.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Phenolic acids (C6-C1)
Egra_UGT87Y_UGT87Y_KCW87546.1	Egra_EgUGT87Y_UGT87Y_KCW87546.1	UGT_structures/Egra_UGT87Y_UGT87Y_KCW87546.1/AF-A0A059DAX2-F1-model_v6.pdb	UGT_structures/Egra_UGT87Y_UGT87Y_KCW87546.1/Egra_UGT87Y_UGT87Y_KCW87546.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Amino acid glycosides
Epse_7GT_QDD67296.1	Epse_Ep7GT_QDD67296.1	UGT_structures/Epse_7GT_QDD67296.1/AF-A0A5P1KKD8-F1-model_v6.pdb	UGT_structures/Epse_7GT_QDD67296.1/Epse_7GT_QDD67296.1_function_logits_structure_steps10.pt	TDP-glucose;UDP - Xyl;UDP-Gal;UDP-GlcNAc;UDP-Rha;UDP-glucose;UDP-glucuronic acid	hexose;hexose_derivative;pentose	TDP;UDP	Flavonoids
Fana_GT1_AAU09442	Fana_FaGT1_AAU09442	UGT_structures/Fana_GT1_AAU09442/AF-Q66PF5-F1-model_v6.pdb	UGT_structures/Fana_GT1_AAU09442/Fana_GT1_AAU09442_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Fana_GT2_AAU09443.1	Fana_FaGT2_AAU09443.1	UGT_structures/Fana_GT2_AAU09443.1/AF-Q66PF4-F1-model_v6.pdb	UGT_structures/Fana_GT2_AAU09443.1/Fana_GT2_AAU09443.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Anthranilic acid alkaloids;Cyclic polyketides;Fatty Acids and Conjugates;Nicotinic acid alkaloids;Phenolic acids (C6-C1);Phenylpropanoids (C6-C3);Proline alkaloids;Small peptides
Fana_UGT85K16_BBD34312.1	Fana_UGT85K16_BBD34312.1	UGT_structures/Fana_UGT85K16_BBD34312.1/AF-A0A387J041-F1-model_v6.pdb	UGT_structures/Fana_UGT85K16_BBD34312.1/Fana_UGT85K16_BBD34312.1_function_logits_structure_steps10.pt				Cyclic polyketides
Fcra_CGT_BBA18062.1	Fcra_FcCGT_BBA18062.1	UGT_structures/Fcra_CGT_BBA18062.1/AF-A0A224AM54-F1-model_v6.pdb	UGT_structures/Fcra_CGT_BBA18062.1/Fcra_CGT_BBA18062.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Fesc_UGT708C1_BAP90360.1	Fesc_UGT708C1_BAP90360.1	UGT_structures/Fesc_UGT708C1_BAP90360.1/AF-A0A0A1HA03-F1-model_v6.pdb	UGT_structures/Fesc_UGT708C1_BAP90360.1/Fesc_UGT708C1_BAP90360.1_function_logits_structure_steps10.pt				Flavonoids
Fesc_UGT708C2_BAP90361.1	Fesc_UGT708C2_BAP90361.1	UGT_structures/Fesc_UGT708C2_BAP90361.1/AF-A0A0A1H7N4-F1-model_v6.pdb	UGT_structures/Fesc_UGT708C2_BAP90361.1/Fesc_UGT708C2_BAP90361.1_function_logits_structure_steps10.pt				Flavonoids
Ftat_UFGT1_AOS85162.1	Ftat_FtUFGT1_AOS85162.1	UGT_structures/Ftat_UFGT1_AOS85162.1/AF-A0A1D8D1Z9-F1-model_v6.pdb	UGT_structures/Ftat_UFGT1_AOS85162.1/Ftat_UFGT1_AOS85162.1_function_logits_structure_steps10.pt				Flavonoids
Ftat_UFGT2_AOS85163.1	Ftat_FtUFGT2_AOS85163.1	UGT_structures/Ftat_UFGT2_AOS85163.1/AF-A0A1D8D3E3-F1-model_v6.pdb	UGT_structures/Ftat_UFGT2_AOS85163.1/Ftat_UFGT2_AOS85163.1_function_logits_structure_steps10.pt				Flavonoids
Ftat_UFGT3_AOS85164.1	Ftat_FtUFGT3_AOS85164.1	UGT_structures/Ftat_UFGT3_AOS85164.1/AF-A0A1D8D201-F1-model_v6.pdb	UGT_structures/Ftat_UFGT3_AOS85164.1/Ftat_UFGT3_AOS85164.1_function_logits_structure_steps10.pt				Flavonoids
Fves_UGT1_AWT04748.1	Fves_FvUGT1_AWT04748.1	UGT_structures/Fves_UGT1_AWT04748.1/AF-A0A2U9N624-F1-model_v6.pdb	UGT_structures/Fves_UGT1_AWT04748.1/Fves_UGT1_AWT04748.1_function_logits_structure_steps10.pt				Flavonoids
Gbil_UGT716A1_ASK39400.1	Gbil_UGT716A1_ASK39400.1	UGT_structures/Gbil_UGT716A1_ASK39400.1/AF-A0A2Z2PBJ1-F1-model_v6.pdb	UGT_structures/Gbil_UGT716A1_ASK39400.1/Gbil_UGT716A1_ASK39400.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Isoflavonoids;Phenolic acids (C6-C1)
Gech_UGT73F1_BAC78438.1	Gech_UGT73F1_BAC78438.1	UGT_structures/Gech_UGT73F1_BAC78438.1/AF-Q7XZD0-F1-model_v6.pdb	UGT_structures/Gech_UGT73F1_BAC78438.1/Gech_UGT73F1_BAC78438.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Isoflavonoids
Ghir_SGT1_NP_001314562.1	Ghir_GhSGT1_NP_001314562.1	UGT_structures/Ghir_SGT1_NP_001314562.1/AF-A0A023NGA8-F1-model_v6.pdb	UGT_structures/Ghir_SGT1_NP_001314562.1/Ghir_SGT1_NP_001314562.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Steroids
Ghir_SGT2_NP_001314026.1	Ghir_GhSGT2_NP_001314026.1	UGT_structures/Ghir_SGT2_NP_001314026.1/AF-A0A023NFQ4-F1-model_v6.pdb	UGT_structures/Ghir_SGT2_NP_001314026.1/Ghir_SGT2_NP_001314026.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Steroids
Gjas_UGT85A24_BAK55737.1	Gjas_UGT85A24_BAK55737.1	UGT_structures/Gjas_UGT85A24_BAK55737.1/AF-F8WKW1-F1-model_v6.pdb	UGT_structures/Gjas_UGT85A24_BAK55737.1/Gjas_UGT85A24_BAK55737.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Monoterpenoids
Gmax_F3G2_Gt_BAR88077.1	Gmax_GmF3G2_Gt_BAR88077.1_2	UGT_structures/Gmax_F3G2_Gt_BAR88077.1/AF-A0A0G4DBR5-F1-model_v6.pdb	UGT_structures/Gmax_F3G2_Gt_BAR88077.1/Gmax_F3G2_Gt_BAR88077.1_function_logits_structure_steps10.pt	UDP-Gal;UDP-Rha;UDP-glucose	hexose	UDP	Flavonoids
Gmax_F3G6_Rt_a_NP_001275524.1	Gmax_GmF3G6Rt_a_NP_001275524.1	UGT_structures/Gmax_F3G6_Rt_a_NP_001275524.1/AF-I1LCI8-F1-model_v6.pdb	UGT_structures/Gmax_F3G6_Rt_a_NP_001275524.1/Gmax_F3G6_Rt_a_NP_001275524.1_function_logits_structure_steps10.pt	UDP-Arabinose;UDP-Rha	pentose	UDP	Flavonoids
Gmax_GalT_XP_003548061.1	Gmax_GalT_XP_003548061.1	UGT_structures/Gmax_GalT_XP_003548061.1/AF-I1MNU2-F1-model_v6.pdb	UGT_structures/Gmax_GalT_XP_003548061.1/Gmax_GalT_XP_003548061.1_function_logits_structure_steps10.pt	UDP;UDP-Gal	hexose	UDP	
Gmax_IF7GT_NP_001235161.1	Gmax_GmIF7GT_NP_001235161.1	UGT_structures/Gmax_IF7GT_NP_001235161.1/AF-A6BM07-F1-model_v6.pdb	UGT_structures/Gmax_IF7GT_NP_001235161.1/Gmax_IF7GT_NP_001235161.1_function_logits_structure_steps10.pt	UDP-Gal;UDP-glucose	hexose	UDP	Coumarins;Flavonoids;Isoflavonoids
Gmax_SGT2_ACJ61246.1	Gmax_SGT2_ACJ61246.1	UGT_structures/Gmax_SGT2_ACJ61246.1/AF-B7U527-F1-model_v6.pdb	UGT_structures/Gmax_SGT2_ACJ61246.1/Gmax_SGT2_ACJ61246.1_function_logits_structure_steps10.pt	UDP-Gal	hexose	UDP	
Gmax_SGT2_NP_001304384.2	Gmax_GmSGT2_NP_001304384.2	UGT_structures/Gmax_SGT2_NP_001304384.2/AF-D4Q9Z4-F1-model_v6.pdb	UGT_structures/Gmax_SGT2_NP_001304384.2/Gmax_SGT2_NP_001304384.2_function_logits_structure_steps10.pt				Triterpenoids
Gmax_SGT3_ACJ61247.1	Gmax_SGT3_ACJ61247.1	UGT_structures/Gmax_SGT3_ACJ61247.1/AF-B7U528-F1-model_v6.pdb	UGT_structures/Gmax_SGT3_ACJ61247.1/Gmax_SGT3_ACJ61247.1_function_logits_structure_steps10.pt	UDP-Rha		UDP	Triterpenoids
Gmax_SGT3_NP_001240857.1	Gmax_GmSGT3_NP_001240857.1	UGT_structures/Gmax_SGT3_NP_001240857.1/AF-D4Q9Z5-F1-model_v6.pdb	UGT_structures/Gmax_SGT3_NP_001240857.1/Gmax_SGT3_NP_001240857.1_function_logits_structure_steps10.pt	UDP-Rha		UDP	Triterpenoids
Gmax_SSAT1_XP_003532274.1	Gmax_GmSSAT1_XP_003532274.1	UGT_structures/Gmax_SSAT1_XP_003532274.1/AF-I1KZ41-F1-model_v6.pdb	UGT_structures/Gmax_SSAT1_XP_003532274.1/Gmax_SSAT1_XP_003532274.1_function_logits_structure_steps10.pt				Triterpenoids
